rank,priority,score,cited_work_id,cited_work_key,cited_work_full,cited_year,cited_type,is_primary,why_primary,worldspec_components,cited_by_sources,n_citing_sources,anchor_vn_ids,corpus_status,external_status,phase1_external_access,phase1_full_text_read,phase1_external_ids,relations,dependent_claims_n,dependent_kinds,dependent_claims,topic_tags,lookup_hint,status,scope,scale,confidence,notes
220,P4,7,CW-1912,zhukov|2017|способ комплексной диагностики бетонной крепи,"Способ комплексной диагностики бетонной крепи и закрепного пространства шахтных стволов : пат. 2624799, Рос. Федерация, МПК G01V 1/00 / А.А.Жуков, А.М.Пригара, И.Ю.Пушкарева, В.В.Тарасов ; заявитель и патентообладатель АO «ВНИИ Галургии» ; заявл: 2016119277, 18.05.2016 ; опубл.06.07.2017, бюл. №19.",2017,patent,Y,,,VKM-SRC-040,1,EV-VN-S040-0413,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;same_author_series,2,claim:1;chronology_event:1,EV-VN-S040-0375;EV-VN-S040-0376,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
221,P4,6,CW-0502,ostrovskii|1985|гидрогеодинамическая зональность равнинно платформенных регионов,"Островский Л.А. Гидрогеодинамическая зональность равнинно-платформенных регионов / Теория и методы региональных гидрогеологических исследований. М.: ВСЕГИНГЕО, 1985.",1985,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2314;EV-VN-S011-0748,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,hydro:1,EV-VN-S011-0700,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
222,P4,6,CW-1778,pestman|2002|field application novel core based,"Pestman B.J. Field application of a novel core-based in-situ stress estimation technique / B.J. Pestman [et al] // Society of Petroleum Engineers Inc. SPE/IRSM 78158. Rock Mechanics Conference held in Irving, Texas, 20-23 October 2002. – Irving, 2002. – P. 1-7.",2002,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0336,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,2,claim:2,EV-VN-S029-0050;EV-VN-S029-0065,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
223,P4,5,CW-1616,NOAUTHOR|2020|проект опорной маркшейдерской сети земной,"Проектная документация. Раздел 1. Проект опорной маркшейдерской сети на земной поверхности и в горных выработках рудника Гремячинского ГОКа. ООО «Еврохим-Проект», 2020. ‒ 103 с.",2020,report,Y,,,VKM-SRC-024,1,EV-VN-S024-0244,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,3,engineering_rule:1;information_lifecycle:1;conflict_note:1,EV-VN-S024-0114;EV-VN-S024-0115;EV-VN-S024-0135,monitoring normative;cited only in NON-VKM/ANALOGUE context,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
224,P4,5,CW-1743,ekoiama|1997|proposal geostress measurement technique plate,"Yokoyama T. A proposal of geostress measurement technique by plate fracturing / T. Yokoyama, A. Nakanishi // Proceedings of the international symposium on rock stress, Kumamoto. – Kumamoto, 1997. – P. 143–148.",1997,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0301,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,1,claim:1,EV-VN-S029-0179,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
225,P4,5,CW-1758,voight|1968|determination virgin state stress vicinity,Voight B. Determination of the virgin state of stress in the vicinity of a borehole from measurements of a partial anelastic strain tensor in drill cores / B. Voight // Felsmechanik und Ingenieurgeololgie. – 1968. – V. 6. – P. 201-215.,1968,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0316,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,1,claim:1,EV-VN-S029-0037,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
226,P4,5,CW-1784,hsieh|2016|desirable undesirable effects stress reconstruction,"Hsieh A. The desirable and undesirable effects on stress reconstruction using the deformation rate analysis (DRA) / A. Hsieh, P. Dight // ISRM 7th International Symposium on In-Situ Rock Stress, Tampere, Finland, 10-12 May 2016. – Tampere, 2016. – P. 213-223.",2016,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0342,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,1,claim:1,EV-VN-S029-0206,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
227,P4,5,CW-1806,eshikava|1981|new method estimation crustal stress,"Yoshikawa S. A new method for estimation of the crustal stress from cored rock samples: laboratory study in the case of uniaxial compression / S. Yoshikawa, K. Mogi // Tectonophysics. – 1981. – V. 74. P. 323-339.",1981,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0366,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,1,claim:1,EV-VN-S029-0111,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
228,P4,3,CW-0153,iia|2020|improved offset tracking predisaster deformation,"Jia, H. Improved offset tracking for predisaster deformation monitoring of the 2018 Jinsha River landslide (Tibet, China) / H. Jia, Y. Wang, D. Ge, Y. Deng, R. Wang // Remote Sensing of Environment. – 2020. – Vol. 247. – 111899. – https://doi.org/10.1016/j.rse.2020.111899.",2020,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0470,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,subsidence_method:1,EV-VN-S003-0093,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
229,P4,3,CW-1615,NOAUTHOR|2017|проектная документация горно механическая часть,"Проектная документация. Раздел 5. Подраздел 7. Часть 3. Подземный комплекс. Горно-механическая часть. Книга 1. Текстовая часть ООО «ТОМС-проект», 2017. ‒ 138 с.",2017,report,Y,,,VKM-SRC-024,1,EV-VN-S024-0243,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,4,conflict_note:1;mining_geometry:1;engineering_rule:1;visual_check:1,EV-VN-S024-0134;EV-VN-S024-0364;EV-VN-S024-0422;EV-VN-S024-0425,cited only in NON-VKM/ANALOGUE context,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
230,P4,2,CW-0180,vright|2001|measurement interseismic strain accumulation across,"Wright, T. Measurement of interseismic strain accumulation across the North Anatolian Fault by satellite radar interferometry / T. Wright, B. Parsons, E. Fielding // Geophys. Res. Lett. – 2001. Vol. 28. – Pp. 2117–2120. https://doi.org/10.1029/2000GL012850.",2001,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0498,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S003-0066;EV-VN-S003-0172,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
231,P4,2,CW-1522,gusev|2013|определение параметров зоны водопроводящих трещин,"Гусев В. Н., Илюхин Д. А., Алексенко А. Г. Определение параметров зоны водопроводящих трещин через горизонтальные деформации подрабатываемой толщи // Записки Горного института. — 2013. — № 204. — С. 69–73.",2013,article,Y,,,VKM-SRC-016,1,EV-VN-S016-0093,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,process_mechanism:1,EV-VN-S016-0014,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
232,P4,2,CW-1681,titov|1981|результаты исследования масштабного эффекта слоистых,"Титов Б.В. Результаты исследования масштабного эффекта на слоистых сильвинитовых образцах при одноосном сжатии / Б.В. Титов, С.Р. Шинкевич // Разработка соляных месторождений / Перм. политехн. ин-т. − Пермь, 1981. − С. 53−57.",1981,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1127,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,open_question:1;claim:1,EV-VN-S025-0378;EV-VN-S025-0523,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
233,P4,2,CW-1827,galera|2006|natural stress field evaluation using,"Galera J.M. Natural stress field evaluation using borehole ovalisation analysis and its comparison with hydrofract measurements // In-Situ Rock Stress Measurement, Interpretation and Application: International Symposium on in–Situ Rock stress. – London, 2006. – P. 241-2487. – (Proceedings and Monographs in Engineering, Water and Earth Sciences). DOI: 10.1201/9781439833650.ch32.",2006,article,Y,,,VKM-SRC-030,1,EV-VN-S030-0067,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S030-0001;EV-VN-S030-0014,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
234,P4,2,CW-1917,tatarkin|2013|определение методами электрометрии характеристик фундаментов,"Татаркин, А.В. Определение методами электрометрии характеристик фундаментов при реконструкции и строительстве зданий и сооружений / А.В.Татаркин, К.В.Голубев, А.А.Филимончиков // Инженерные изыскания в строительстве. – 2013. – №5. – С. 31-32",2013,article,Y,,,VKM-SRC-040,1,EV-VN-S040-0418,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-GEOPHYS_GPR-017=METADATA_ONLY:RELATED,cites,2,claim:2,EV-VN-S040-0110;EV-VN-S040-0345,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
235,P4,2,CW-1921,dong|2008|applying mise la masse method,"Dong, P. Applying Mise-a-la-masse Method to Determine the Length of Reinforcement in Bored In situ Concrete Piles / P.Dong, J.Fan, Z.Chen, L. Wang // JENVIRON ENG GEOPHYS, 2008. – № 2. – P. 51-56.",2008,article,Y,,,VKM-SRC-040,1,EV-VN-S040-0424,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S040-0110;EV-VN-S040-0345,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
236,P4,1,CW-0163,zmen|2017|microtremor array measurements shallow s,"Özmen, Ö.T. Microtremor Array Measurements for Shallow S-Wave Profiles at Strong- Motion Stations in Hatay and Kahramanmaras Provinces, Southern Turkey / Ö.T. Özmen, H. Yamanaka, M.A. Alkan, U. Çeken, T. Öztürk and A. Sezen // Bulletin of the Seismological Society of America. – 2017. – Vol. 107. – No. 1. – Pp. 445–455.",2017,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0481,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S003-0368,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
237,P4,1,CW-0184,zebker|1992|decorrelation interferometric radar echoes,"Zebker, H.A. Decorrelation in interferometric radar echoes / H.A. Zebker, J. Villasenor // IEEE trans. geosci. remote sensing. – 1992. – Vol. 30. – Pp. 950–959.",1992,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0502,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S003-0059,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
238,P4,1,CW-0336,varov|1928|гидрогеологические исследования прикамском соленосном районе,"Варов А.А. Гидрогеологические исследования в Прикамском соленосном районе летом 1927 г. // Мат-лы по общ. и прикл. геологии. Л.: Геол. комитет, 1928. Вып. 106.",1928,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2139;EV-VN-S011-2941;EV-VN-S011-0742,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S011-0685,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
239,P4,1,CW-1420,prostov|2012|прогнозирование устойчивости откосов глинистых уступов,"Простов, С. М. Прогнозирование устойчивости откосов глинистых уступов по данных электрофизического мониторинга / С. М. Простов, Н. А. Смирнова, С. П. Бахаева // Безопасность труда в промышленности. – 2012. – № 3. – С. 43-48.",2012,article,Y,,,VKM-SRC-012,1,EV-VN-S012-0671,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S012-0054,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
240,P4,1,CW-1552,kopilov|2010|геодинамические активные зоны пермского приуралья,"Копылов И.С. Геодинамические активные зоны Пермского Приуралья на основе аэрокосмогеологических исследований // Геология и полезные ископаемые Западного Урала: Материалы регион. науч.-практ. конф. – Пермь, 2010. – С. 14-18, 336-337.",2010,article,Y,,,VKM-SRC-018,1,EV-VN-S018-0083,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,1,conflict_note:1,EV-VN-S018-0020,,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
241,P4,1,CW-1658,mentsel|1975|закономерности механического поведения каменных солей,"Менцель В. Закономерности механического поведения каменных солей в лабораторных и натурных условиях / В. Менцель, В. Шрейнер // Механика горных пород. − Алма-Ата: Наука, 1975. − С. 64−78.",1975,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1101,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0531,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
242,P4,1,CW-1663,nikolaichuk|1978|исследование деформирования разрушения каменной соли,"Николайчук Н.А. Исследование деформирования и разрушения каменной соли с целью получения исходных данных для проектирования крепи шахтных стволов (применительно к условиям алмазных месторождений Якутии): автореф. дис. ...канд. техн. наук: 05.15.11 / Н.А. Николайчук; Ленинградский ГИ. − Л., 1978. − 23 с.",1978,dissertation,Y,,,VKM-SRC-025,1,EV-VN-S025-1107,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0252,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
243,P4,1,CW-1742,de|1977|jack fracturing technique stress measurement,De la Cruz R.V. Jack fracturing technique of stress measurement / R.V. de la Cruz // Rock Mechanics. – 1977. – V. 9. – P. 27-42.,1977,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0300,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S029-0030,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
