entity_id,name,aliases,level,entity_type_as_source,parent_id,parent_level,parent_allowed_by_schema,also_within,site_scope,mine_attribution,attribution_status,location_evidence,dimensions_as_printed,schema_note,stream_overlap,node_basis,superseded_by,borehole_id,n_source_records,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
SL:8,Профильная линия №8 (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU2-SKRU3,intermine_pillar,YES,,SKRU2,СКРУ-2/СКРУ-3,FIGURE_ONLY,"ЗСЗ–ВЮВ от IV СВП −143 через целик СКРУ-2–СКРУ-3 к блоку 11 СКРУ-3 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.53 (printed 53); §2.3 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S012-0353;EV-VN-S012-0229,EV-MON-0030,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU2;SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP
SL:23,Профильная линия №23 (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU2-SKRU3,intermine_pillar,YES,,SKRU2,СКРУ-2/СКРУ-3,FIGURE_ONLY,"ССВ–ЮЮЗ вдоль целика СКРУ-2–СКРУ-3 (совпадает с линией 3 ПНИПУ); реперы 1–112 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,3,VKM-SRC-012,VKM-SRC-012 pdf p.49 (printed 49); Рис. 2.5 || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S012-0355;EV-VN-S012-0221;EV-VN-S012-0229,EV-MON-0030,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU2;SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH;MEDIUM,VISUAL_READ,NOT_FOUND;EXACT,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP
SL:3PNIPU,Профильная линия №3 (ПНИПУ) (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU2-SKRU3,intermine_pillar,YES,,SKRU2,СКРУ-2/СКРУ-3,FIGURE_ONLY,"вдоль нефтепровода, пикеты пк150–пк215 на Рис.2.1 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.42 (printed 42); §2.2 || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1,EV-VN-S012-0207;EV-VN-S012-0221,EV-MON-0012,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT;NOT_FOUND,
SL:SRC002:1,"Линия 1 (слайд 15 SRC-002, ПНИПУ; застроенная территория Соликамска)",,survey_line,профильная линия нивелирования (+ InSAR по линии),DIST:SOLIKAMSK,district,YES,,SKRU1_OR_SKRU2_UNATTRIBUTED,"СКРУ-1 или СКРУ-2 — не разделено (заголовок слайда называет застроенную территорию СКРУ-1 и СКРУ-2, Соликамск)",FIGURE_ONLY,"график оседаний вдоль линии, 14 позиций на ~1,4 км (категориальная ось расстояния от первого репера, км); координат и списка реперов нет",,,MONITORING,SOURCE_STATED,,,3,VKM-SRC-002,"VKM-SRC-002 pdf p.15; слайд 15, 'Линия 1' || VKM-SRC-002 pdf p.15; слайд 15 — атрибуция линий || VKM-SRC-002 pdf p.15; слайды 14-15",EV-VN-S002-0032;EV-VN-S002-0037;EV-VN-S002-0067,EV-MON-0059,FACT;UNKNOWN,MEASURED;DESCRIPTIVE,SKRU1_OR_SKRU2_UNATTRIBUTED,FIELD;NOT_APPLICABLE,MEDIUM;HIGH,GRAPH_DIGITIZED_APPROX;VISUAL_READ;TEXT_LAYER,NOT_FOUND;NO_QUOTE,"[review-fix 26.09.2026] COVERAGE_DUPLICATES-015: узел добавлен. Тождество с профильной линией №1 SRC-012 (SL:1, 30 реперов через целик СКРУ-1–СКРУ-2) НЕ установлено: за — тот же район, возможная общая нумерация сети Соликамска, форма профиля (от малых оседаний в мульду); против — 14 позиций на 1,4 км vs 30 реперов. Разрешит схема линий Соликамской сети / списки реперов (DATA_REQUEST). Слайды — DISCOVERY_ONLY (PRIMARY_SECONDARY-010). [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S002-0032: SKRU1_SKRU2→SKRU1_OR_SKRU2_UNATTRIBUTED (TRANSFER-023); S002-0037: SKRU1_SKRU2→SKRU1_OR_SKRU2_UNATTRIBUTED (TRANSFER-023); S002-0067: SKRU1_SKRU2→SKRU1_OR_SKRU2_UNATTRIBUTED (TRANSFER-023)"
SL:BLK129,Профильная линия над блоком 129 (номер не указан),,survey_line,профильная линия,SKRU1:BLK:129,block,NO,,UNSTATED,"СКРУ-1 (DERIVATION, см. SKRU1:BLK:129)",INFERRED_CROSS_SOURCE_TOPOLOGY,,,SURVEY_LINE←BLOCK не разрешено ALLOWED_PARENTS; линия над блоком → нарушение схемы (родитель должен быть panel/site/mine_field),MONITORING,SOURCE_STATED,,,2,VKM-SRC-021,VKM-SRC-021 pdf p.3 (printed 60); пример блок 129 || VKM-SRC-021 pdf p.3 (printed 60); пример; Рис. 1а (визуально),EV-VN-S021-0034;EV-VN-S021-0026,EV-GEO-0361;EV-MIN-0284;EV-MIN-0280,FACT,MEASURED;DESCRIPTIVE,UNSTATED,FIELD;NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,NOT_FOUND;EXACT,Заложена в 1968 г. (SRC-021 p3).
AN:GREMYACHINSKOE,Гремячинское месторождение калийных солей (аналог),,deposit,deposit,,,YES,,OTHER_POTASH_SITE,Гремячинский рудник,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,3,VKM-SRC-024;VKM-SRC-039,"VKM-SRC-024 pdf p.7 (printed 7); Введение || VKM-SRC-024 pdf p.9 (printed 9); §1, Рисунок 1 || VKM-SRC-039 pdf p.2 (printed 58); с. 58; рис. 1",EV-VN-S024-0008;EV-VN-S024-0011;EV-VN-S039-0005,EV-MON-0232,FACT,DESCRIPTIVE,OTHER_POTASH_SITE;NON_VKM,NOT_APPLICABLE;DESIGN,HIGH,TEXT_LAYER,FUZZY_79;FUZZY_75;EXACT,ANALOGUE: не переносится на СКРУ-1 без transferability review.
AN:STAROBIN,Старобинское месторождение калийных солей (аналог),,deposit,deposit,,,YES,,OTHER_POTASH_SITE,,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-009,VKM-SRC-009 pdf p.1 (printed 65); Введение,EV-VN-S009-0002,,ANALOGUE,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_79,ANALOGUE (лавная отработка; SRC-009).
AN:OTHER_POTASH,"Прочие калийные месторождения/бассейны (аналоги, контейнер)",,deposit,контейнер,,,YES,,OTHER_POTASH_SITE,,,,,,,SYNTHESIS_CONTAINER,,,0,,,,,DERIVATION,,OTHER_POTASH_SITE,,,,,Контейнер для аналоговых объектов без отдельного узла месторождения.
NONVKM,"Объекты вне ВКМ, не являющиеся калийными аналогами (контейнер)",,deposit,контейнер,,,YES,,NON_VKM,,,,,,,SYNTHESIS_CONTAINER,,,0,,,,,DERIVATION,,NON_VKM,,,,,
AN:GREM:MINE,"Гремячинский рудник (ЕвроХим-ВолгаКалий), аналог",,neighbour_mine,рудник (контейнер),AN:GREMYACHINSKOE,deposit,YES,,OTHER_POTASH_SITE,Гремячинский рудник,TEXT_CONFIRMED,,,,,SYNTHESIS_CONTAINER,,,1,VKM-SRC-024,VKM-SRC-024 pdf p.7 (printed 7); Введение,EV-VN-S024-0008,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_79,ANALOGUE
AN:GREM:MF,"Шахтное поле Гремячинского рудника, аналог",,mine_field,шахтное поле,AN:GREM:MINE,neighbour_mine,YES,,OTHER_POTASH_SITE,Гремячинский рудник,FIGURE_ONLY,,,,,SOURCE_STATED,,,1,VKM-SRC-024,VKM-SRC-024 pdf p.120 (printed 120); Рисунок Пр.10,EV-VN-S024-0419,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,ANALOGUE
AN:TYUBEGATAN,"Тюбегатанское месторождение калийных солей (аналог, SRC-005)",,deposit,deposit (контейнер),,,YES,,OTHER_POTASH_SITE,,TEXT_CONFIRMED,,,,,SYNTHESIS_CONTAINER,,,2,VKM-SRC-005,VKM-SRC-005 pdf p.2 (printed 40); Рис.1 легенда || VKM-SRC-005 pdf p.3 (printed 41); p3,EV-VN-S005-0012;EV-VN-S005-0029,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,VISUAL_READ;TEXT_LAYER,NOT_FOUND;EXACT,ANALOGUE
AN:TYUBEGATAN:MINE,"Рудник на Тюбегатане (контейнер), аналог",,neighbour_mine,,AN:TYUBEGATAN,deposit,YES,,OTHER_POTASH_SITE,,,,,,,SYNTHESIS_CONTAINER,,,0,,,,,DERIVATION,,OTHER_POTASH_SITE,,,,,
AN:TYUBEGATAN:MF,"Шахтное поле (северная часть Тюбегатана), аналог",,mine_field,,AN:TYUBEGATAN:MINE,neighbour_mine,YES,,OTHER_POTASH_SITE,,,,,,,SYNTHESIS_CONTAINER,,,0,,,,,DERIVATION,,OTHER_POTASH_SITE,,,,,
BKPRU4:PAN:3YuVP,Панель 3 ЮВП БКПРУ-4,,panel,panel,MF:BKPRU4,mine_field,YES,,BKPRU4,БКПРУ-4,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,2,VKM-SRC-016,VKM-SRC-016 pdf p.7 (printed 39); §Верификация модели || VKM-SRC-016 pdf p.7 (printed 39); §Верификация модели,EV-VN-S016-0058;EV-VN-S016-0057,EV-MIN-0292,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND;EXACT,
BKPRU4:PAN:2SZP,Панель 2 СЗП БКПРУ-4,,panel,panel,MF:BKPRU4,mine_field,YES,,BKPRU4,БКПРУ-4,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-016,VKM-SRC-016 pdf p.1 (printed 33); Аннотация; Рис.2,EV-VN-S016-0059,,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
SKRU3:PAN:8,Панель 8 СКРУ-3,,panel,panel,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-025,VKM-SRC-025 pdf p.105 (printed 105); §4.2 p.105,EV-VN-S025-0549,,FACT,FIELD_OBSERVATION,SKRU3,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
SKRU3:PAN:1,Панель 1 СКРУ-3,,panel,panel,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.68 (printed 134-135); стр. 134,EV-VN-S011-1425,EV-GEO-0159,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
SKRU3:PAN:4,Панель 4 СКРУ-3,,panel,panel,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.70 (printed 138-139); Рис. 2.67б,EV-VN-S011-1453,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
SKRU3:PAN:4:B2,Блок 2 панели 4 СКРУ-3 (участок 18),,block,block,SKRU3:PAN:4,panel,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.70 (printed 138-139); Рис. 2.67б,EV-VN-S011-1453,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
SKRU3:PAN:10,Панель 10 СКРУ-3,,panel,panel,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,2,VKM-SRC-040,"VKM-SRC-040 pdf p.126 (printed 126); §4.2, Рис. 4.10 || VKM-SRC-040 pdf p.136 (printed 136); §4.5",EV-VN-S040-0299;EV-VN-S040-0340,EV-GEO-0408;EV-GEO-0410,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
SKRU3:PAN:10:B9,Блок 9 панели 10 СКРУ-3 (опытный участок КрII),,block,block,SKRU3:PAN:10,panel,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,2,VKM-SRC-040,"VKM-SRC-040 pdf p.126 (printed 126); §4.2, Рис. 4.10 || VKM-SRC-040 pdf p.136 (printed 136); §4.5",EV-VN-S040-0299;EV-VN-S040-0340,EV-GEO-0408;EV-GEO-0410,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
SKRU3:PAN:17,Панель 17 СКРУ-3,,panel,panel,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-040,"VKM-SRC-040 pdf p.133 (printed 133); §4.4, Рис. 4.16",EV-VN-S040-0326,EV-GEO-0414,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
SKRU3:PAN:17:B16,Блок 16 панели 17 СКРУ-3,,block,block,SKRU3:PAN:17,panel,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-040,"VKM-SRC-040 pdf p.133 (printed 133); §4.4, Рис. 4.16",EV-VN-S040-0326,EV-GEO-0414,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
SKRU2:PAN:2YuZP-220,Панель 2 ЮЗП гор. −220 м СКРУ-2,,panel,panel,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.50 (printed 98-99); текст стр. 99, Рис. 2.23",EV-VN-S011-1032,,FACT,FIELD_OBSERVATION,SKRU2,FIELD,HIGH,TEXT_LAYER,FUZZY_81,
SKRU2:PAN:2YuVP-220,Панель 2 ЮВП гор. −220 м СКРУ-2,,panel,panel,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.78 (printed 154-155); с.154,EV-VN-S011-1528,,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
BKPRU1:SHAFT:2,Ствол № 2 БКПРУ-1,,working,working,MF:BKPRU1,mine_field,YES,,BKPRU1,БКПРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-040,VKM-SRC-040 pdf p.34 (printed 34); §1.2.3,EV-VN-S040-0093,,FACT,LITERATURE_CITED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,
GPR:S015:KRII-50,Георадарный профиль 50 м по выработке пласта КрII (рудник не назван),,gpr_profile,gpr_profile,VKM,deposit,NO,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,,,родитель уровня deposit не допускается для gpr_profile в ALLOWED_PARENTS,GPR,SOURCE_STATED,,,3,VKM-SRC-015,"VKM-SRC-015 pdf p.6 (printed 10); Рис. 2 (а, б, в) || VKM-SRC-015 pdf p.5 (printed 9); §Методы || VKM-SRC-015 pdf p.5 (printed 9); §Методы",EV-VN-S015-0039;EV-VN-S015-0024;EV-VN-S015-0025,EV-GEO-0240;EV-GEO-0342,FACT,FIELD_OBSERVATION;MEASURED,VKM_REGIONAL,FIELD,LOW;HIGH,GRAPH_DIGITIZED_APPROX;TEXT_LAYER,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности. Абс. отм. выработки ≈ −144…−150 м (по графику); рудник в источнике не назван → GPR_PROFILE←DEPOSIT (нарушение схемы).
GPR:S015:AB-50,Георадарный профиль 50 м по выработке пласта АБ (рудник не назван),,gpr_profile,gpr_profile,VKM,deposit,NO,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,,,родитель уровня deposit не допускается для gpr_profile в ALLOWED_PARENTS,GPR,SOURCE_STATED,,,1,VKM-SRC-015,"VKM-SRC-015 pdf p.7 (printed 11); Рис. 3 (а, б, в)",EV-VN-S015-0043,EV-GEO-0240,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,LOW,GRAPH_DIGITIZED_APPROX,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности. рудник не назван
GPR:S015:B6-50,Георадарный профиль 50 м по выработке слоя 6 пласта В (рудник не назван),,gpr_profile,gpr_profile,VKM,deposit,NO,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,,,родитель уровня deposit не допускается для gpr_profile в ALLOWED_PARENTS,GPR,SOURCE_STATED,,,1,VKM-SRC-015,"VKM-SRC-015 pdf p.7 (printed 11); Рис. 4 (а, б, в)",EV-VN-S015-0044,EV-GEO-0240,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,LOW,GRAPH_DIGITIZED_APPROX,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности. рудник не назван
GPR:S011:SKRU3-P4B2,"Георадарные профили между камерами 162–168 (СКРУ-3, блок 2, панель 4; Ковин 2002)",,gpr_profile,gpr_profile,SKRU3:PAN:4:B2,block,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,GPR,SOURCE_STATED,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.70 (printed 138-139); Рис. 2.67б,EV-VN-S011-1453,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности
GPR:S040:SKRU3-PILLARS,"Георадарное профилирование/просвечивание межкамерных целиков СКРУ-3 (4 пласта, 2016)",,gpr_profile,gpr_profile,SE:S040-0299,pillar,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,GPR,SOURCE_STATED,,,5,VKM-SRC-040,"VKM-SRC-040 pdf p.118 (printed 118); §4.1, Рис. 4.2 || VKM-SRC-040 pdf p.124 (printed 124); §4.2 (p120-124) || VKM-SRC-040 pdf p.125 (printed 125); §4.2 Просвечивание || VKM-SRC-040 pdf p.128 (printed 128); §4.3 || VKM-SRC-040 pdf p.131 (printed 131); §4.3",EV-VN-S040-0275;EV-VN-S040-0295;EV-VN-S040-0298;EV-VN-S040-0310;EV-VN-S040-0322,EV-GEO-0402;EV-GEO-0409;EV-GEO-0415,FACT,FIELD_OBSERVATION;MEASURED,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности. КрII-участок просвечивания = панель 10 блок 9 (SRC-040 p.~)
GPR:S040:SKRU3-SHAFT3,Георадар/УЗ-томография зумпфовой части ствола №3 СКРУ-3,,gpr_profile,gpr_profile,SE:S040-0222,site,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,,,GPR,SOURCE_STATED,,,2,VKM-SRC-040,"VKM-SRC-040 pdf p.105 (printed 105); §3, георадиолокация в стволе || VKM-SRC-040 pdf p.106 (printed 106); Рис. 3.16, профиль 24",EV-VN-S040-0239;EV-VN-S040-0242,,FACT,MEASURED;INTERPRETATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности
GPR:S040:SKRU2-SHAFT5,Комплексное обследование крепи ствола №5 СКРУ-2 (2014),,gpr_profile,gpr_profile,SE:S037-0626,working,YES,,SKRU2,СКРУ-2,TEXT_CONFIRMED,,,,GPR,SOURCE_STATED,,,1,VKM-SRC-040,VKM-SRC-040 pdf p.34 (printed 34); §1.2.3,EV-VN-S040-0095,,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,FUZZY_83,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности
GPR:S040:BKPRU1-SHAFT2,Первая георадарная съёмка закрепного пространства ствола №2 БКПРУ-1 (2004),,gpr_profile,gpr_profile,BKPRU1:SHAFT:2,working,YES,,BKPRU1,БКПРУ-1,TEXT_CONFIRMED,,,,GPR,SOURCE_STATED,,,1,VKM-SRC-040,VKM-SRC-040 pdf p.34 (printed 34); §1.2.3,EV-VN-S040-0093,,FACT,LITERATURE_CITED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,GPR: георадарные профили/участки — внутришахтная геофизика; НЕ являются наблюдениями оседания поверхности
SE:S003-0109,"1 провалы 3 и 4 у ж/д вокзала; 2 пр-т Ленина и «Панель переходного периода»; 3 Нартовка, Зырянка, Новая Зырянка; 4 пос. Чкалово; 5 базы отдыха «Строитель», «Лесная сказка», пионерлагерь; 6 агрофирма «Суханово»",,district,subsidence monitoring areas (Berezniki),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально) / в тексте: БКПРУ-1,FIGURE_ONLY,"Approx. from figure (GRAPH_DIGITIZED_APPROX, low precision): 1 ~56.77E 59.405N; 2 ~56.78E 59.395N; 3 ~56.795E 59.383N; 4 ~56.75E 59.375N; 5 ~56.82E 59.39N; 6 ~56.855E 59.393N",image footprint ~0.17° lon × ~0.08° lat (TSX scene crop),,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-003,VKM-SRC-003 pdf p.32 (printed 32); Рис. 2.1,EV-VN-S003-0109,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,
