obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0363,S_E,Пласт Е,Е,Е,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0080,,stratigraphic_unit,VKM_REGIONAL,Е,seam,AS_PRINTED_TEXT,"7,40/3 ,10 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,Е-Ж,Д-Е,карналлит/пестрый сильвинит with rock-salt interlayer,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0364,S_D_E,Межпластье Д–Е,Д-Е,Д-Е,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0081,,stratigraphic_unit,VKM_REGIONAL,Д-Е,interseam,MEAN_FIGURE,"3,45",,,3.45,REGEX,Е,Д,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0365,S_D,Пласт Д,Д,Д,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0082,,stratigraphic_unit,VKM_REGIONAL,Д,seam,AS_PRINTED_TEXT,"8,10/2 ,75 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,Д-Е,Г-Д,"карналлит/пестрый сильвинит, several rock-salt interlayers",FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0366,S_G_D,Межпластье Г–Д,Г-Д,Г-Д,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0083,,stratigraphic_unit,VKM_REGIONAL,Г-Д,interseam,MEAN_FIGURE,"2,90",,,2.9,REGEX,Д,Г,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0367,S_G,Пласт Г,Г,Г,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0084,,stratigraphic_unit,VKM_REGIONAL,Г,seam,AS_PRINTED_TEXT,"7,70/2,50 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,Г-Д,В-Г,карналлит/пестрый сильвинит with rock-salt interlayer,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0368,S_V_G,Межпластье В–Г,В-Г,В-Г,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0085,,stratigraphic_unit,VKM_REGIONAL,В-Г,interseam,MEAN_FIGURE,"2,20",,,2.2,REGEX,Г,В,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0369,S_V,Пласт В (слои 1–6; составные варианты Вк/Вс),В,В,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0086,,stratigraphic_unit,VKM_REGIONAL,В,seam,AS_PRINTED_TEXT,"6 ,60 /2, 20 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,В-Г,в-в',карналлит/пестрый сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0370,S_V_VP,Межпластье В–В' (каменная соль),в-в',в-в',VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0087,,stratigraphic_unit,VKM_REGIONAL,в-в',interseam,MEAN_FIGURE,"0,35",,,0.35,REGEX,В,в',каменная соль (small print),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0371,S_VP,Слой-спутник В',в',в',VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0088,,stratigraphic_unit,VKM_REGIONAL,в',seam,AS_PRINTED_TEXT,"0,40/0, 25 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,в-в',Б-В',карналлит/пестрый сильвинит (small print),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0372,S_B_V,Межпластье Б–В (Б–В'),Б-В',Б-В',VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0089,,stratigraphic_unit,VKM_REGIONAL,Б-В',interseam,MEAN_FIGURE,"1,66",,,1.66,REGEX,в',Б,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0373,S_B,Пласт Б,Б,Б,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0090,,stratigraphic_unit,VKM_REGIONAL,Б,seam,AS_PRINTED_TEXT,"2,80/1, 40 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,Б-В',А,карналлит/пестрый сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0374,S_A,Пласт А (полосчатый сильвинит),А,А,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0091,,stratigraphic_unit,VKM_REGIONAL,А,seam,MEAN_FIGURE,"1,40",,,1.4,REGEX,Б,А'-КрI,полосчатый сильвинит (4) with rock salt,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0375,S_A_KR1,Межпластье А–КрI (с прослоем-спутником А'),А'-КрI,А'-КрI,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0092,,stratigraphic_unit,VKM_REGIONAL,А'-КрI,interseam,MEAN_FIGURE,"2,00",,,2.0,REGEX,А,КрI,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0376,S_KR1,Пласт Красный-I,КрI,КрI,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0093,,stratigraphic_unit,VKM_REGIONAL,КрI,seam,MEAN_FIGURE,"1,15",,,1.15,REGEX,А'-КрI,КрI-КрII,красный сильвинит (5) + rock salt,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0377,S_KR1_KR2,Межпластье КрI–КрII,КрI-КрII,КрI-КрII,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0094,,stratigraphic_unit,VKM_REGIONAL,КрI-КрII,interseam,MEAN_FIGURE,"1,45",,,1.45,REGEX,КрI,КрII,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0378,S_KR2,Пласт Красный-II (слои 1–7),КрII,КрII,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0095,EV-GEO-0328,stratigraphic_unit,VKM_REGIONAL,КрII,seam,MEAN_FIGURE,"6,10",,,6.1,REGEX,КрI-КрII,КрII-КрIII,красный сильвинит alternating with rock salt (4 sylvinite bands),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0379,S_KR2_KR3,Межпластье КрII–КрIII,КрII-КрIII,КрII-КрIII,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0096,,stratigraphic_unit,VKM_REGIONAL,КрII-КрIII,interseam,MEAN_FIGURE,"1,80",,,1.8,REGEX,КрII,КрIIIа,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0380,S_KR3A,КрIIIа (верхний слой),КрIIIа,КрIIIа,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0097,,stratigraphic_unit,VKM_REGIONAL,КрIIIа,seam,MEAN_FIGURE,"0,95",,,0.95,REGEX,КрII-КрIII,КрIII а-б,красный сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0381,S_KR3AB,Межслоевая соль КрIIIа–б,КрIII а-б,КрIII а-б,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0098,,stratigraphic_unit,VKM_REGIONAL,КрIII а-б,seam,MEAN_FIGURE,"0,85",,,0.85,REGEX,КрIIIа,КрIIIб,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0382,S_KR3B,КрIIIб,КрIIIб,КрIIIб,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0099,,stratigraphic_unit,VKM_REGIONAL,КрIIIб,seam,MEAN_FIGURE,"1,35",,,1.35,REGEX,КрIII а-б,КрIII б-в,красный сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0383,S_KR3BV,Межслоевая соль КрIIIб–в,КрIII б-в,КрIII б-в,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0100,,stratigraphic_unit,VKM_REGIONAL,КрIII б-в,seam,MEAN_FIGURE,"1,60",,,1.6,REGEX,КрIIIб,КрIIIв,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0384,S_KR3V,КрIIIв (нижний слой),КрIIIв,КрIIIв,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0101,,stratigraphic_unit,VKM_REGIONAL,КрIIIв,seam,MEAN_FIGURE,"0,75",,,0.75,REGEX,КрIII б-в,ПдКС upper part (above marker),красный сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0385,PDKS_UPPER,ПдКС — верхняя пачка (КрIIIв–МГ),ПдКС upper part (above marker),ПдКС upper part (above marker),VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0102,,stratigraphic_unit,VKM_REGIONAL,ПдКС upper part (above marker),seam,AS_PRINTED_TEXT,"25 ,0",,,,NONE,КрIIIв,Маркирующая пачка,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Подстилающая каменная соль. Deposit-average ('средняя мощность'), not site-specific."
STO-0386,MG,Маркирующая глина (пласт МГ),Маркирующая пачка,Маркирующая пачка,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0103,,stratigraphic_unit,VKM_REGIONAL,Маркирующая пачка,seam,MEAN_FIGURE,"2,0",,,2.0,REGEX,ПдКС upper part (above marker),ПдКС lower part (below marker),соленосная глинисто-ангидрито-карбонатная маркирующая пачка (6),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Подстилающая каменная соль. Deposit-average ('средняя мощность'), not site-specific."
